ocean,region,site_name,sample,age_group,otolith,length_um,width_um,family
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,9,965.054,978.495,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,1,1800.202,1759.839,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,2,1518.458,1519.595,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,3,795.929,993.359,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,4,1410.527,1329.297,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,5,1092.996,1337.283,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,6,1154.39,1181.298,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,7,807.265,873.865,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,8,1027.918,1011.773,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,9,926.337,990.918,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,1,972.486,940.02,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,2,NA,817.794,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,3,NA,1108.178,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,4,839.498,901.865,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,5,1186.33,1154.155,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,6,1455.246,1439.033,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,7,763.569,755.216,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,8,778.269,817.947,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,9,907.535,1084.882,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,10,941.638,957.965,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,11,756.224,846.725,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,12,NA,1043.743,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,1,1620.931,1468.045,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,2,1074.979,997.852,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,3,1383.869,1230.952,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,4,801.836,916.868,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,5,1719.389,1542.483,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,6,930.657,967.663,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,7,1032.572,1026.746,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,8,1400.8,1293.01,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,9,1327.854,1173.846,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,10,885.129,1049.194,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,1,782.24,996.517,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,2,1987.969,1685.706,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,3,1694.129,1387.308,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,4,772.867,836.363,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,5,685.911,817.453,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,6,1684.432,1495.315,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,7,1078.544,1352.941,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,8,1209.689,1215.482,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,9,2120.983,1786.309,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,10,948.868,1000.697,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,11,1291.614,1178.834,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,12,829.972,900.616,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,13,760.276,843.593,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,14,779.588,836.039,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,15,914.073,1178.37,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,16,1213.542,1159.288,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,17,1083.853,1090.368,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,18,1099.623,1014.877,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,19,1669.749,1330.67,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,20,1432.798,1206.992,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,21,863.912,996.152,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,22,863.188,1038.308,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,23,885.228,996,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,1,1092.55,1087.054,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,2,1418.069,1301.666,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,3,1426.485,1202.184,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,4,981.483,968.614,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,5,1484.439,1361.039,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,6,878.723,1003.058,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,7,1210.675,1167.427,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,8,881.406,1113.367,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,9,1455.576,1401.617,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,10,957.01,1010.872,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,1,806.093,840.371,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,2,747.312,814.516,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,3,997.312,959.677,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,4,1094.086,1069.892,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,5,1120.671,1072.308,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,6,988.052,1088.962,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,1,1711.083,1568.849,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,2,1502.372,1388.72,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,3,1828.202,1735.605,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,4,1626.138,1488.909,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,5,1124.492,1105.585,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,6,1528.1,1350.895,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,7,1137.611,1169.181,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,8,1246.864,1188.437,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,9,1037.823,1017.613,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,10,1373.811,1262.988,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,11,1448.695,1307.834,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 1,AT13-2-10,Holocene_bulk,1,1177.524,1208.877,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-10,Holocene_bulk,1,1528.223,1361.385,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-10,Holocene_bulk,2,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-11,Holocene_bulk,3,1420.676,1272.918,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-12,Holocene_bulk,4,1150.221,1178.771,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-12,Holocene_bulk,5,1148.029,1107.913,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-12,Holocene_bulk,6,NA,117.687,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-13,Holocene_bulk,1,1022.192,1237.391,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-13,Holocene_bulk,2,1196.896,1080.103,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-13,Holocene_bulk,3,943.118,980.743,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-14,Holocene_bulk,4,1389.53,1342.821,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 3,AT13-4-5,Holocene_bulk,5,925.236,1020.943,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 3,AT13-4-6,Holocene_bulk,6,1369.782,1323.599,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 4,AT13-5-1,Holocene_bulk,1,1427.749,1290.736,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-3,Holocene_bulk,2,1253.216,135.138,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-3,Holocene_bulk,3,1148.462,1078.901,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-6,Holocene_bulk,4,1215.219,1195.09,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-6,Holocene_bulk,5,1623.606,1419.119,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-1,Holocene_bulk,1,1577.446,1460.912,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-1,Holocene_bulk,2,1256.242,1141.774,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-1,Holocene_bulk,3,804.608,865.565,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-2,Holocene_bulk,4,1177.947,1153.894,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-2,Holocene_bulk,5,1301.887,1350.404,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-2,Holocene_bulk,6,1558.178,1342.708,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-1,Holocene_bulk,1,1617.549,1507.982,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-1,Holocene_bulk,2,1319.209,1159.42,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-1,Holocene_bulk,3,1578.678,1478.081,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-1,Holocene_bulk,4,852.424,671.982,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-1,Holocene_bulk,5,1646.823,1261.881,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-2,Holocene_bulk,6,1170.255,1224.206,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-2,Holocene_bulk,7,1954.43,1650.469,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,1,634.698,785.966,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,2,716.692,759.109,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,3,804.513,860.633,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-5,modern_bulk,4,993.712,1022.969,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-5,modern_bulk,5,1254.461,1253.172,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,6,1663.526,1405.259,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,7,1483.215,1338.09,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,8,1068.641,1033.647,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,9,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,10,961.995,776.748,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,11,960.973,791.611,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,1,1736.811,1716.487,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,2,970.874,1124.831,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,3,1430.841,1301.686,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,4,836.324,954.677,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,5,1547.059,1337.703,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,6,826.326,869.313,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,7,1448.207,1451.446,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,1,816.516,816.759,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,2,939.281,956.17,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,3,1110.773,1412.123,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,4,1193.668,1194.399,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,5,1037.388,995.79,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,6,658.06,745.784,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,7,628.302,776.922,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,8,741.465,795.935,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,9,940.371,828.622,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,10,910.482,909.686,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,11,434.15,513.939,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,12,605.033,652.074,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,13,970.766,1048.639,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,14,819.22,905.03,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,15,635.603,723.815,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,16,NA,773.509,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,17,NA,1078.729,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,18,743.55,782.468,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,19,569.235,704.301,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,20,1001.344,1022.681,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,21,952.541,802.783,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,22,694.329,806.122,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,23,744.387,731.898,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,24,NA,1017.285,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,25,834.521,709.152,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,26,1525.512,1387.545,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,27,660.755,762.994,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,28,946.035,937.066,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,29,961.06,970.46,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,30,686.363,732.066,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,1,1012.322,1009.959,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,2,998.787,982.909,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,3,976.989,920.049,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,4,1254.058,1194.984,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,5,1020.714,1096.893,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,6,727.701,873.722,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,7,877.622,956.59,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,8,683.016,755.784,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,9,957.466,1025.082,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,10,1353.222,1270.884,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,11,1339.902,1426.489,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,12,1430.772,1265.758,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,13,913.741,929.129,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,14,747.596,861.003,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,15,921.203,959.877,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,16,742.469,789.273,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,17,723.138,810.538,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,8,964.013,1123.391,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,19,1235.829,1237.113,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,20,1522.407,1418.479,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-1,Holocene_bulk,1,1600.517,1437.777,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-1,Holocene_bulk,2,956.507,920.115,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-1,Holocene_bulk,3,842.598,783.739,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-3,Holocene_bulk,4,1131.376,1120.698,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-3,Holocene_bulk,5,1365.028,1240.739,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-3,Holocene_bulk,6,1860.429,1763.448,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-3,Holocene_bulk,7,984.894,1015.136,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-3,Holocene_bulk,8,1405.709,1279.228,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-2,Holocene_bulk,9,1184.628,1251.274,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-2,Holocene_bulk,10,1671.467,1429.1,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-11-3,Holocene_bulk,1,1416.517,1352.928,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-11-3,Holocene_bulk,2,1044.586,1049.483,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-11-3,Holocene_bulk,3,1072.147,1164.318,Gobiidae
CODE WITHOUT OTOLITHS,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-2,modern_bulk,1,870.157,939.099,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-2,modern_bulk,2,904.506,941.033,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-5-2,Holocene_bulk,3,783.651,902.887,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-1,Holocene_bulk,4,1578.203,1355.975,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-3,Holocene_bulk,5,764.435,909.005,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-3,Holocene_bulk,6,1740.28,1604.563,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-2,Holocene_bulk,7,983.169,842.192,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-2,Holocene_bulk,8,1291.614,1222.89,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,1,946.796,1069.797,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,2,746.472,939.516,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,3,827.95,984.822,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,4,812.095,905.76,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,5,868.72,898.552,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,6,1136.853,1254.755,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,7,765.457,945.565,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,8,1289.568,1227.833,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,9,1022.781,1278.72,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,10,649.506,867.535,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,11,784.652,895.218,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,12,864.616,930.458,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,13,931.227,1163.256,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,14,895.718,1109.113,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,15,803.755,951.359,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,16,1115.667,1227.899,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,17,1074.065,1081.836,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,modern_bulk,18,1776.815,1653.245,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,1,1441.66,NA,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,2,924.372,1146.254,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,3,955.645,1161.29,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,4,675.716,825.098,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,5,1492.333,1315.204,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,6,994.6,1053.468,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,7,1052.419,1243.951,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,8,1190.336,1199.663,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,9,1072.316,1100.648,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,10,890.289,990.069,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,11,635.178,797.604,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,12,1684.812,1520.161,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,13,1269.67,1195.613,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,14,745.586,1000.819,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,15,903.311,878.07,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,16,663.853,743.129,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,17,774.403,829.255,Gobiidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,18,1588.5,1540.689,Gobiidae
