Sample,Type_age,Region,Locality,Family,genus,MajorAxisLength,MinorAxisLength,oto_length_mm,oto_length_um
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,107.2169839,80.10045308,1.072169839,1072.169839
AT14-1-2,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,107.2983845,85.90663813,1.072983845,1072.983845
AT14-3-6,Sub Recent,Bocas,Cayo Adriana,Gobiidae,NA,107.3163799,92.45942531,1.073163799,1073.163799
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,107.4378552,85.21952473,1.074378552,1074.378552
AT14-1-2,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,107.4814502,89.83775502,1.074814502,1074.814502
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,107.5256122,89.42337398,1.075256122,1075.256122
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Gobiidae,NA,107.6678012,87.8108436,1.076678012,1076.678012
AT12-4-3-1,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,107.6867885,94.41734644,1.076867885,1076.867885
AT14-2-1,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,107.7576803,94.95549665,1.077576803,1077.576803
AT14-1-8,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,107.7659547,99.07945596,1.077659547,1077.659547
AT14-3-6,Sub Recent,Bocas,Cayo Adriana,Gobiidae,NA,107.9411178,88.04664046,1.079411178,1079.411178
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,108.0234046,92.68702437,1.080234046,1080.234046
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,108.0503029,87.52456026,1.080503029,1080.503029
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,108.1087149,97.65659183,1.081087149,1081.087149
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,108.1132594,89.05135005,1.081132594,1081.132594
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,108.2294999,88.56442688,1.082294999,1082.294999
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,108.2973544,88.47531916,1.082973544,1082.973544
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,108.3322532,92.17011723,1.083322532,1083.322532
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Gobiidae,NA,108.4508919,81.42851341,1.084508919,1084.508919
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,108.4572908,93.06826911,1.084572908,1084.572908
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,108.5113916,89.64621183,1.085113916,1085.113916
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,108.5155795,89.29503375,1.085155795,1085.155795
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,108.539807,78.12165538,1.08539807,1085.39807
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,108.6881692,87.58826843,1.086881692,1086.881692
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,108.7470563,87.27638112,1.087470563,1087.470563
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Gobiidae,NA,108.7668135,89.99478683,1.087668135,1087.668135
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Gobiidae,NA,108.7676645,80.08028087,1.087676645,1087.676645
AT14-2-1,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,108.7957711,71.98304004,1.087957711,1087.957711
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,108.8751044,100.937056,1.088751044,1088.751044
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,108.8756031,91.08102807,1.088756031,1088.756031
AT14-1-2,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,108.9561963,82.72385971,1.089561963,1089.561963
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,109.0630674,94.236526,1.090630674,1090.630674
AT14-1-2,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,109.0875912,92.79996586,1.090875912,1090.875912
AT14-2-1,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,109.0972607,83.51022914,1.090972607,1090.972607
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,109.1164032,94.89577971,1.091164032,1091.164032
AT14-2-1,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,109.1260734,61.05224406,1.091260734,1091.260734
AT12-16-2-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Gobiidae,NA,130.1070515,104.0235224,1.301070515,1301.070515
AT12-5-4-1,Holocene,Dominican Republic,Las Clavellinas,Gobiidae,NA,130.1143702,109.6723781,1.301143702,1301.143702
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,109.174911,91.91164911,1.09174911,1091.74911
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,109.190811,80.35880648,1.09190811,1091.90811
AT14-1-2,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,109.1921302,88.4399597,1.091921302,1091.921302
AT12-14-3-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,130.3785189,106.2148318,1.303785189,1303.785189
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,109.2290413,92.11601622,1.092290413,1092.290413
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,109.2508439,93.91402757,1.092508439,1092.508439
AT12-1-6-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,109.2754521,87.06697159,1.092754521,1092.754521
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,109.2991957,96.38636912,1.092991957,1092.991957
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Gobiidae,NA,109.43795,89.931193,1.0943795,1094.3795
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,109.5045281,93.91983959,1.095045281,1095.045281
AT12-3-1-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,109.5707377,89.42786478,1.095707377,1095.707377
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,109.6468385,85.30975647,1.096468385,1096.468385
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,109.6639564,89.37321463,1.096639564,1096.639564
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Gobiidae,NA,130.7556996,105.4956292,1.307556996,1307.556996
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,109.9186939,92.75822497,1.099186939,1099.186939
AT14-1-8,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,109.9396253,88.60999438,1.099396253,1099.396253
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,109.9462652,93.2355,1.099462652,1099.462652
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.0608986,90.63888637,1.100608986,1100.608986
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,110.073118,65.02183561,1.10073118,1100.73118
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.1050044,86.66796652,1.101050044,1101.050044
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.2274624,94.40299772,1.102274624,1102.274624
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.3175206,88.89036334,1.103175206,1103.175206
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,110.329887,94.28009682,1.10329887,1103.29887
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,110.4047636,88.10703825,1.104047636,1104.047636
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,110.4114738,95.52522654,1.104114738,1104.114738
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.444698,92.84530735,1.10444698,1104.44698
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,110.4678257,100.1730257,1.104678257,1104.678257
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,113.9270188,74.42612669,1.139270188,1139.270188
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,138.0187742,87.64134537,1.380187742,1380.187742
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,145.5528719,83.92604321,1.455528719,1455.528719
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,182.2898678,105.0993167,1.822898678,1822.898678
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,184.8186349,98.06826836,1.848186349,1848.186349
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,187.5707414,107.0530632,1.875707414,1875.707414
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,188.8971931,105.538447,1.888971931,1888.971931
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,191.2914127,109.2886733,1.912914127,1912.914127
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,209.7923794,105.7635503,2.097923794,2097.923794
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Engraulidae,NA,210.2562195,115.239447,2.102562195,2102.562195
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.5280879,92.6364182,1.105280879,1105.280879
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,110.543358,87.51987301,1.10543358,1105.43358
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,110.5535711,97.60392982,1.105535711,1105.535711
AT14-2-1,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,110.5597722,100.6652016,1.105597722,1105.597722
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,110.5655429,70.07485751,1.105655429,1105.655429
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,110.7484524,88.35678249,1.107484524,1107.484524
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.8771072,97.23250062,1.108771072,1108.771072
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,110.8795861,88.65407515,1.108795861,1108.795861
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,110.9117133,92.62807291,1.109117133,1109.117133
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,110.9203671,80.45559079,1.109203671,1109.203671
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,111.1416759,70.01010047,1.111416759,1111.416759
AT14-1-8,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,111.1644132,82.57091876,1.111644132,1111.644132
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,111.1664568,84.22007748,1.111664568,1111.664568
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.1930866,96.54291511,1.111930866,1111.930866
AT12-7-2-1,Holocene,Dominican Republic,Cañada Honda,Gobiidae,NA,132.0160321,109.9345211,1.320160321,1320.160321
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.2164415,92.29233102,1.112164415,1112.164415
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.2335134,91.49653484,1.112335134,1112.335134
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,111.2589021,93.69038247,1.112589021,1112.589021
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.276995,98.77323847,1.11276995,1112.76995
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.3561365,94.88824936,1.113561365,1113.561365
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,111.4648401,78.36259901,1.114648401,1114.648401
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.4715953,95.03353,1.114715953,1114.715953
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,111.4885699,94.81099541,1.114885699,1114.885699
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.5413233,95.01921905,1.115413233,1115.413233
AT12-6-3-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,132.6804841,110.6226006,1.326804841,1326.804841
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.5878464,102.3547485,1.115878464,1115.878464
AT12-4-3-1,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,111.6309047,89.43563093,1.116309047,1116.309047
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,111.6846908,97.88041717,1.116846908,1116.846908
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,111.9277877,94.60031309,1.119277877,1119.277877
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,111.9466217,96.85849609,1.119466217,1119.466217
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,112.0193416,93.55823334,1.120193416,1120.193416
AT14-3-6,Sub Recent,Bocas,Cayo Adriana,Gobiidae,NA,112.0454013,96.1491994,1.120454013,1120.454013
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.1436566,96.18009235,1.121436566,1121.436566
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,112.1985181,61.97960208,1.121985181,1121.985181
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.2677705,86.87777051,1.122677705,1122.677705
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.2916093,98.06988793,1.122916093,1122.916093
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,112.429374,93.85144123,1.12429374,1124.29374
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,133.2487166,118.530789,1.332487166,1332.487166
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Gobiidae,NA,133.3949108,107.6228402,1.333949108,1333.949108
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.4938616,91.53656953,1.124938616,1124.938616
AT14-4-1,Sub Recent,Bocas,Airport Point,Gobiidae,NA,112.5628805,84.34801865,1.125628805,1125.628805
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,112.5825132,91.21952352,1.125825132,1125.825132
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.7292345,101.9157145,1.127292345,1127.292345
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,112.8226616,93.91039192,1.128226616,1128.226616
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.8336433,97.24959235,1.128336433,1128.336433
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.8657054,100.8431742,1.128657054,1128.657054
AT12-16-2-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Gobiidae,NA,133.8153203,110.5194079,1.338153203,1338.153203
AT14-4-1,Sub Recent,Bocas,Airport Point,Gobiidae,NA,112.8732093,95.35331217,1.128732093,1128.732093
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,112.9572536,72.08383071,1.129572536,1129.572536
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,112.994629,93.57532881,1.12994629,1129.94629
AT14-1-8,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,113.106605,92.74470653,1.13106605,1131.06605
AT12-1-6-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.1172046,96.9496584,1.131172046,1131.172046
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.1431517,102.268753,1.131431517,1131.431517
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.1442729,108.0574754,1.131442729,1131.442729
AT12-22-2-1,Holocene,Dominican Republic,Cañon de Buo,Gobiidae,NA,134.4620198,100.4173387,1.344620198,1344.620198
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.1739678,96.37364455,1.131739678,1131.739678
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.2602176,100.4280563,1.132602176,1132.602176
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.2947082,95.56834104,1.132947082,1132.947082
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,113.336508,93.618863,1.13336508,1133.36508
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,113.36629,96.65699512,1.1336629,1133.6629
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,113.3707441,83.41155572,1.133707441,1133.707441
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.400875,94.25977494,1.13400875,1134.00875
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.4090115,94.61390339,1.134090115,1134.090115
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,113.4276375,93.28760473,1.134276375,1134.276375
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.7894283,94.43264813,1.137894283,1137.894283
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,113.8334141,91.76065662,1.138334141,1138.334141
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.8469591,94.35284421,1.138469591,1138.469591
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,113.9155428,103.9162316,1.139155428,1139.155428
AT12-16-2-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Gobiidae,NA,135.0175675,117.36538,1.350175675,1350.175675
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,114.0352277,92.79913718,1.140352277,1140.352277
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,114.5253816,90.67014969,1.145253816,1145.253816
AT12-16-2-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Gobiidae,NA,135.3935334,112.1847599,1.353935334,1353.935334
AT12-6-3-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,135.4573378,116.7221809,1.354573378,1354.573378
AT12-5-4-1,Holocene,Dominican Republic,Las Clavellinas,Gobiidae,NA,135.4707705,111.5013126,1.354707705,1354.707705
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Apogonidae,NA,110.2902594,87.12665042,1.102902594,1102.902594
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,114.5589788,92.42685011,1.145589788,1145.589788
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,114.6020546,93.4206015,1.146020546,1146.020546
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,114.6641546,96.07007086,1.146641546,1146.641546
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,114.8730028,90.2318218,1.148730028,1148.730028
AT12-1-1-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,114.8811556,104.8694964,1.148811556,1148.811556
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,114.9613301,89.01785071,1.149613301,1149.613301
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,115.0559057,91.41283151,1.150559057,1150.559057
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,115.1084465,93.02368018,1.151084465,1151.084465
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,115.1687691,84.89520412,1.151687691,1151.687691
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,115.2307011,92.50592115,1.152307011,1152.307011
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,115.3828472,94.40961873,1.153828472,1153.828472
AT12-22-2-1,Holocene,Dominican Republic,Cañon de Buo,Gobiidae,NA,136.110303,120.9568943,1.36110303,1361.10303
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,115.3927987,95.50242018,1.153927987,1153.927987
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Apogonidae,NA,112.4594964,85.66902308,1.124594964,1124.594964
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,115.4490202,101.2301359,1.154490202,1154.490202
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,115.5058113,71.67264198,1.155058113,1155.058113
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Gobiidae,NA,136.2530148,118.0327822,1.362530148,1362.530148
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,115.5279337,98.59058362,1.155279337,1155.279337
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,115.5861825,103.2528935,1.155861825,1155.861825
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,115.6643058,96.48699776,1.156643058,1156.643058
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,115.7670196,94.9772016,1.157670196,1157.670196
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,115.7970713,99.69857645,1.157970713,1157.970713
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,115.8119635,108.708571,1.158119635,1158.119635
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,115.8419103,101.4471902,1.158419103,1158.419103
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Apogonidae,NA,114.2274773,86.46559463,1.142274773,1142.274773
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,115.8957324,91.9754685,1.158957324,1158.957324
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,116.0383754,90.61457102,1.160383754,1160.383754
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,116.2587716,98.10355046,1.162587716,1162.587716
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,116.2604911,99.34868343,1.162604911,1162.604911
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,116.4723775,98.56994525,1.164723775,1164.723775
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,116.5140617,91.35320785,1.165140617,1165.140617
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,116.558316,93.67799164,1.16558316,1165.58316
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,116.6496616,97.56232897,1.166496616,1166.496616
AT12-5-4-1,Holocene,Dominican Republic,Las Clavellinas,Gobiidae,NA,137.2423483,109.790964,1.372423483,1372.423483
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,116.7216337,94.73122496,1.167216337,1167.216337
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,116.7322329,98.22823869,1.167322329,1167.322329
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,116.8378704,106.8114127,1.168378704,1168.378704
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,116.9739904,96.98854523,1.169739904,1169.739904
AT12-4-2-1,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,116.9886693,100.1457363,1.169886693,1169.886693
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.1231142,92.05909189,1.171231142,1171.231142
AT12-4-3-1,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,117.139579,98.06570037,1.17139579,1171.39579
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,137.8318804,112.0916601,1.378318804,1378.318804
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,117.1803307,80.24978493,1.171803307,1171.803307
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.2777892,98.66339992,1.172777892,1172.777892
AT14-1-2,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,117.3212761,85.92379843,1.173212761,1173.212761
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.3560152,104.947618,1.173560152,1173.560152
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,117.3637325,97.12437025,1.173637325,1173.637325
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.3730235,104.2565155,1.173730235,1173.730235
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,117.4349895,101.5379134,1.174349895,1174.349895
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,117.4897633,75.57066803,1.174897633,1174.897633
AT12-14-1-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,138.4117646,106.9381308,1.384117646,1384.117646
AT12-1-4-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.6434008,103.0011353,1.176434008,1176.434008
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.6529153,100.1592348,1.176529153,1176.529153
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.675401,98.26579156,1.17675401,1176.75401
AT12-1-2-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.7851881,106.040074,1.177851881,1177.851881
AT14-2-1,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,117.8212465,106.9450253,1.178212465,1178.212465
AT12-1-2-2,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.848258,107.0293943,1.17848258,1178.48258
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,117.8482691,95.93792604,1.178482691,1178.482691
AT12-1-6-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,117.8491114,97.90990565,1.178491114,1178.491114
AT12-3-2-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,117.8908663,99.40154493,1.178908663,1178.908663
AT12-4-4-2,Sub Recent,Bocas,SW Bocas Island,Gobiidae,NA,117.9315254,85.96487487,1.179315254,1179.315254
AT14-1-2,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,118.0068474,95.62769565,1.180068474,1180.068474
AT12-1-3-1,Sub Recent,Bocas,STRI Point,Gobiidae,NA,118.0671659,102.2749971,1.180671659,1180.671659
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,118.2015513,98.51772365,1.182015513,1182.015513
AT12-3-3-1,Sub Recent,Bocas,Playa Estrella,Gobiidae,NA,118.3044618,97.33058078,1.183044618,1183.044618
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Apogonidae,NA,120.5258675,89.22964869,1.205258675,1205.258675
AT14-2-2,Sub Recent,Bocas,Punta Donato,Gobiidae,NA,118.4185274,86.43042613,1.184185274,1184.185274
AT14-1-8,Sub Recent,Bocas,Casa Blanca new,Gobiidae,NA,118.4642914,106.4157478,1.184642914,1184.642914
AT12-14-3-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,139.792609,114.9219584,1.39792609,1397.92609
